"nsimul","eta","rho_type","ARI_true_bind","ARI_true_vi","ARI_true_p05","ARI_true_argmax","ARI_exp_bind","ARI_exp_vi","ARI_exp_p05","ARI_exp_argmax","threshold","TP","FP","FN","TN","SHD","STD_SHD","F1","Sensitivity","Specificity","F1_within","F1_between","Wasserstein","Frobenius","Relative_Frobenius"
6,"0.9","rho0_1",0.872122762148338,0.611174748631793,1,0.879095418352695,0.872122762148338,0.611174748631793,1,0.879095418352695,0.844,127,20,159,474,179,0.229487179487179,0.586605080831409,0.444055944055944,0.959514170040486,0.619718309859155,0.570446735395189,0.370468793611643,57.5753974422209,0.288874881903704
6,"0.9","rho0_shift",0.577357047236565,0.475106780565937,0.584272400560395,0.618202488473442,0.863057616561326,0.702682392916653,0.925803430310835,0.876036810558818,0.822,124,22,162,472,184,0.235897435897436,0.574074074074074,0.433566433566434,0.955465587044534,0.609929078014184,0.556701030927835,0.371223057813888,58.5555461511046,0.293792613349866
6,"0.9","rho0_SM",0.806229440789474,0.40200302783277,0.577760114022585,0.520153251931224,0.700502234714095,0.623071726156964,1,0.834110791305704,0.833,143,39,143,455,182,0.233333333333333,0.611111111111111,0.5,0.921052631578947,0.684563758389262,0.576802507836991,0.372735440276023,59.5095308052881,0.298579071048082
7,"CSDA","None",NA,NA,NA,NA,NA,NA,NA,NA,0.539,30,0,256,494,256,0.328205128205128,0.189873417721519,0.104895104895105,1,0.185185185185185,0.192307692307692,0.633193733777287,107.69359495432,0.550497370333812
7,"0","rho0_1",0.49948250879735,0.410392197986577,0.244576446280992,0.49948250879735,0.49948250879735,0.410392197986577,0.244576446280992,0.49948250879735,0.828,121,10,165,484,175,0.224358974358974,0.580335731414868,0.423076923076923,0.979757085020243,0.638888888888889,0.549450549450549,0.355683980470318,58.4892607109933,0.298979565384812
7,"0.5","rho0_1",0.799240718100508,0.611174748631793,0.611174748631793,0.530412115193645,0.799240718100508,0.611174748631793,0.611174748631793,0.530412115193645,0.805,133,13,153,481,166,0.212820512820513,0.615740740740741,0.465034965034965,0.973684210526316,0.629370629370629,0.608996539792388,0.353115797861276,52.0393434980069,0.266009522309123
7,"0.5","rho0_shift",0.693781407035176,0.487051386623165,0.458674594424319,0.568687791508391,0.570111743389779,0.468244022256755,0.440377735333185,0.47428263315829,0.814,124,6,162,488,168,0.215384615384615,0.596153846153846,0.433566433566434,0.987854251012146,0.675675675675676,0.552238805970149,0.350610092492777,50.2036472661367,0.256625993522616
7,"0.5","rho0_SM",0.799240718100508,0.609378556794901,0.530685920577617,0.799240718100508,0.619273808136146,0.633109861591695,0.623071726156964,0.619273808136146,0.807,137,10,149,484,159,0.203846153846154,0.632794457274827,0.479020979020979,0.979757085020243,0.701986754966887,0.595744680851064,0.349259279864198,52.6225912301301,0.26899090985518
7,"0.75","rho0_1",0.886001948684638,0.729981378026071,0.970172540381791,0.850798403193613,0.886001948684638,0.729981378026071,0.970172540381791,0.850798403193613,0.8,138,15,148,479,163,0.208974358974359,0.62870159453303,0.482517482517482,0.969635627530364,0.735483870967742,0.570422535211268,0.349650955780027,52.1546214635404,0.266598788708025
7,"0.75","rho0_shift",0.763013976098845,0.498976437165775,0.692050321199143,0.749050897625635,0.654622741764081,0.543911121141556,0.787562414888788,0.789793026980411,0.815,130,13,156,481,169,0.216666666666667,0.606060606060606,0.454545454545455,0.973684210526316,0.675675675675676,0.569395017793594,0.351416588977925,52.6937413415101,0.269354607893399
