"data_idx","eta","rho_type","result_file","status","error_message"
34,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_34_niter80000_n200.rds","success",NA
34,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_34_niter80000_n200.rds","success",NA
34,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_34_niter80000_n200.rds","success",NA
34,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_34_niter80000_n200.rds","success",NA
34,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_34_niter80000_n200.rds","success",NA
34,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_34_niter80000_n200.rds","success",NA
34,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_34_niter80000_n200.rds","success",NA
34,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_34_niter80000_n200.rds","success",NA
34,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_34_niter80000_n200.rds","success",NA
34,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_34_niter80000_n200.rds","success",NA
35,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_35_niter80000_n200.rds","success",NA
35,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_35_niter80000_n200.rds","success",NA
35,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_35_niter80000_n200.rds","success",NA
35,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_35_niter80000_n200.rds","success",NA
35,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_35_niter80000_n200.rds","success",NA
35,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_35_niter80000_n200.rds","success",NA
35,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_35_niter80000_n200.rds","success",NA
35,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_35_niter80000_n200.rds","success",NA
35,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_35_niter80000_n200.rds","success",NA
35,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_35_niter80000_n200.rds","success",NA
35,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_35_niter80000_n200.rds","success",NA
36,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_36_niter80000_n200.rds","success",NA
36,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_36_niter80000_n200.rds","success",NA
36,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_36_niter80000_n200.rds","success",NA
36,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_36_niter80000_n200.rds","success",NA
36,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_36_niter80000_n200.rds","success",NA
36,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_36_niter80000_n200.rds","success",NA
36,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_36_niter80000_n200.rds","success",NA
36,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_36_niter80000_n200.rds","success",NA
36,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_36_niter80000_n200.rds","success",NA
36,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_36_niter80000_n200.rds","success",NA
36,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_36_niter80000_n200.rds","success",NA
37,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_37_niter80000_n200.rds","success",NA
37,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_37_niter80000_n200.rds","success",NA
37,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_37_niter80000_n200.rds","success",NA
37,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_37_niter80000_n200.rds","success",NA
37,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_37_niter80000_n200.rds","success",NA
37,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_37_niter80000_n200.rds","success",NA
37,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_37_niter80000_n200.rds","success",NA
37,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_37_niter80000_n200.rds","success",NA
37,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_37_niter80000_n200.rds","success",NA
37,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_37_niter80000_n200.rds","success",NA
37,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_37_niter80000_n200.rds","success",NA
38,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_38_niter80000_n200.rds","success",NA
38,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_38_niter80000_n200.rds","success",NA
38,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_38_niter80000_n200.rds","success",NA
38,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_38_niter80000_n200.rds","success",NA
38,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_38_niter80000_n200.rds","success",NA
38,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_38_niter80000_n200.rds","success",NA
38,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_38_niter80000_n200.rds","success",NA
38,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_38_niter80000_n200.rds","success",NA
38,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_38_niter80000_n200.rds","success",NA
38,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_38_niter80000_n200.rds","success",NA
38,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_38_niter80000_n200.rds","success",NA
39,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_39_niter80000_n200.rds","success",NA
39,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_39_niter80000_n200.rds","success",NA
39,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_39_niter80000_n200.rds","success",NA
39,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_39_niter80000_n200.rds","success",NA
39,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_39_niter80000_n200.rds","success",NA
39,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_39_niter80000_n200.rds","success",NA
39,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_39_niter80000_n200.rds","success",NA
39,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_39_niter80000_n200.rds","success",NA
39,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_39_niter80000_n200.rds","success",NA
39,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_39_niter80000_n200.rds","success",NA
39,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_39_niter80000_n200.rds","success",NA
40,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_40_niter80000_n200.rds","success",NA
40,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_40_niter80000_n200.rds","success",NA
40,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_40_niter80000_n200.rds","success",NA
40,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_40_niter80000_n200.rds","success",NA
40,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_40_niter80000_n200.rds","success",NA
40,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_40_niter80000_n200.rds","success",NA
40,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_40_niter80000_n200.rds","success",NA
40,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_40_niter80000_n200.rds","success",NA
40,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_40_niter80000_n200.rds","success",NA
40,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_40_niter80000_n200.rds","success",NA
40,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_40_niter80000_n200.rds","success",NA
41,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_41_niter80000_n200.rds","success",NA
41,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_41_niter80000_n200.rds","success",NA
41,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_41_niter80000_n200.rds","success",NA
41,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_41_niter80000_n200.rds","success",NA
41,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_41_niter80000_n200.rds","success",NA
41,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_41_niter80000_n200.rds","success",NA
41,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_41_niter80000_n200.rds","success",NA
41,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_41_niter80000_n200.rds","success",NA
41,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_41_niter80000_n200.rds","success",NA
41,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_41_niter80000_n200.rds","success",NA
41,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_41_niter80000_n200.rds","success",NA
42,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_42_niter80000_n200.rds","success",NA
42,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_42_niter80000_n200.rds","success",NA
42,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_42_niter80000_n200.rds","success",NA
42,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_42_niter80000_n200.rds","success",NA
42,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_42_niter80000_n200.rds","success",NA
42,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_42_niter80000_n200.rds","success",NA
42,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_42_niter80000_n200.rds","success",NA
42,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_42_niter80000_n200.rds","success",NA
42,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_42_niter80000_n200.rds","success",NA
42,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_42_niter80000_n200.rds","success",NA
42,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_42_niter80000_n200.rds","success",NA
43,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_43_niter80000_n200.rds","success",NA
43,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_43_niter80000_n200.rds","success",NA
43,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_43_niter80000_n200.rds","success",NA
43,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_43_niter80000_n200.rds","success",NA
43,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_43_niter80000_n200.rds","success",NA
43,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_43_niter80000_n200.rds","success",NA
43,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_43_niter80000_n200.rds","success",NA
43,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_43_niter80000_n200.rds","success",NA
43,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_43_niter80000_n200.rds","success",NA
43,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_43_niter80000_n200.rds","success",NA
43,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_43_niter80000_n200.rds","success",NA
44,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_44_niter80000_n200.rds","success",NA
44,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_44_niter80000_n200.rds","success",NA
44,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_44_niter80000_n200.rds","success",NA
44,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_44_niter80000_n200.rds","success",NA
44,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_44_niter80000_n200.rds","success",NA
44,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_44_niter80000_n200.rds","success",NA
44,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_44_niter80000_n200.rds","success",NA
44,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_44_niter80000_n200.rds","success",NA
44,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_44_niter80000_n200.rds","success",NA
44,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_44_niter80000_n200.rds","success",NA
44,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_44_niter80000_n200.rds","success",NA
45,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_45_niter80000_n200.rds","success",NA
45,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_45_niter80000_n200.rds","success",NA
45,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_45_niter80000_n200.rds","success",NA
45,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_45_niter80000_n200.rds","success",NA
45,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_45_niter80000_n200.rds","success",NA
45,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_45_niter80000_n200.rds","success",NA
45,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_45_niter80000_n200.rds","success",NA
45,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_45_niter80000_n200.rds","success",NA
45,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_45_niter80000_n200.rds","success",NA
45,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_45_niter80000_n200.rds","success",NA
45,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_45_niter80000_n200.rds","success",NA
46,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_46_niter80000_n200.rds","success",NA
46,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_46_niter80000_n200.rds","success",NA
46,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_46_niter80000_n200.rds","success",NA
46,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_46_niter80000_n200.rds","success",NA
46,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_46_niter80000_n200.rds","success",NA
46,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_46_niter80000_n200.rds","success",NA
46,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_46_niter80000_n200.rds","success",NA
46,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_46_niter80000_n200.rds","success",NA
46,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_46_niter80000_n200.rds","success",NA
46,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_46_niter80000_n200.rds","success",NA
46,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_46_niter80000_n200.rds","success",NA
47,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_47_niter80000_n200.rds","success",NA
47,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_47_niter80000_n200.rds","success",NA
47,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_47_niter80000_n200.rds","success",NA
47,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_47_niter80000_n200.rds","success",NA
47,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_47_niter80000_n200.rds","success",NA
47,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_47_niter80000_n200.rds","success",NA
47,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_47_niter80000_n200.rds","success",NA
47,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_47_niter80000_n200.rds","success",NA
47,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_47_niter80000_n200.rds","success",NA
47,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_47_niter80000_n200.rds","success",NA
47,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_47_niter80000_n200.rds","success",NA
48,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_48_niter80000_n200.rds","success",NA
48,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_48_niter80000_n200.rds","success",NA
48,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_48_niter80000_n200.rds","success",NA
48,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_48_niter80000_n200.rds","success",NA
48,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_48_niter80000_n200.rds","success",NA
48,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_48_niter80000_n200.rds","success",NA
48,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_48_niter80000_n200.rds","success",NA
48,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_48_niter80000_n200.rds","success",NA
48,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_48_niter80000_n200.rds","success",NA
48,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_48_niter80000_n200.rds","success",NA
48,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_48_niter80000_n200.rds","success",NA
49,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_49_niter80000_n200.rds","success",NA
49,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_49_niter80000_n200.rds","success",NA
49,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_49_niter80000_n200.rds","success",NA
49,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_49_niter80000_n200.rds","success",NA
49,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_49_niter80000_n200.rds","success",NA
49,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_49_niter80000_n200.rds","success",NA
49,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_49_niter80000_n200.rds","success",NA
49,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_49_niter80000_n200.rds","success",NA
49,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_49_niter80000_n200.rds","success",NA
49,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_49_niter80000_n200.rds","success",NA
49,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_49_niter80000_n200.rds","success",NA
50,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_50_niter80000_n200.rds","success",NA
50,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_50_niter80000_n200.rds","success",NA
50,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_50_niter80000_n200.rds","success",NA
50,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_50_niter80000_n200.rds","success",NA
50,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_50_niter80000_n200.rds","success",NA
50,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_50_niter80000_n200.rds","success",NA
50,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_50_niter80000_n200.rds","success",NA
50,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_50_niter80000_n200.rds","success",NA
50,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_50_niter80000_n200.rds","success",NA
50,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_50_niter80000_n200.rds","success",NA
50,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_50_niter80000_n200.rds","success",NA
