"nsimul","eta","rho_type","ARI_true_bind","ARI_true_vi","ARI_true_p05","ARI_true_argmax","ARI_exp_bind","ARI_exp_vi","ARI_exp_p05","ARI_exp_argmax","threshold","TP","FP","FN","TN","SHD","STD_SHD","F1","Sensitivity","Specificity","F1_within","F1_between","Wasserstein","Frobenius","Relative_Frobenius"
1,"CSDA","None",NA,NA,NA,NA,NA,NA,NA,NA,0.324,112,0,174,494,174,0.223076923076923,0.562814070351759,0.391608391608392,1,0.6,0.542635658914729,0.318815917268757,54.7645829112699,0.299649711703117
1,"0","rho0_1",0.544991727122311,0.544991727122311,0.544991727122311,0.635190122070998,0.544991727122311,0.544991727122311,0.544991727122311,0.635190122070998,0.773,181,45,105,449,150,0.192307692307692,0.70703125,0.632867132867133,0.908906882591093,0.797546012269939,0.664756446991404,0.225887275800715,42.0315974699138,0.229979950448765
1,"0.5","rho0_1",0.906334059177661,0.729981378026071,0.845229906344251,0.879095418352695,0.906334059177661,0.729981378026071,0.845229906344251,0.879095418352695,0.779,196,22,90,472,112,0.143589743589744,0.777777777777778,0.685314685314685,0.955465587044534,0.840236686390533,0.746268656716418,0.223384246297485,31.4321742514779,0.171984181234753
1,"0.5","rho0_shift",0.467446964155084,0.516827544600534,0.530449630051224,0.495156898629648,0.532074126870991,0.472588773494205,0.44366982710541,0.458913238218008,0.804,177,40,109,454,149,0.191025641025641,0.703777335984095,0.618881118881119,0.919028340080972,0.782608695652174,0.666666666666667,0.229122543539482,44.3448482768375,0.242637125954233
1,"0.5","rho0_SM",0.686234256228153,0.745048665924168,0.745048665924168,0.612243024963289,0.834673586311435,0.853085545992101,0.853085545992101,0.858405596749194,0.766,184,19,102,475,121,0.155128205128205,0.752556237218814,0.643356643356643,0.961538461538462,0.804878048780488,0.726153846153846,0.223097655893813,32.3307789593514,0.176900983798294
1,"0.75","rho0_1",0.872122762148338,0.729981378026071,1,0.836233539371137,0.872122762148338,0.729981378026071,1,0.836233539371137,0.778,192,22,94,472,116,0.148717948717949,0.768,0.671328671328671,0.955465587044534,0.819277108433735,0.74251497005988,0.224272537193827,31.8612779510808,0.174332063625916
1,"0.75","rho0_shift",0.705669262814707,0.47261399150573,0.456723625557207,0.467446964155084,0.733954541496125,0.507900988732589,0.493778710717654,0.532074126870991,0.79,179,19,107,475,126,0.161538461538462,0.739669421487603,0.625874125874126,0.961538461538462,0.790123456790123,0.714285714285714,0.224043219277058,34.5779835689684,0.189196781147844
1,"0.75","rho0_SM",0.601971190295679,0.745048665924168,0.597597756495053,0.635029885890237,0.890205646566748,0.853085545992101,0.95671903129547,0.82230138348107,0.773,193,20,93,474,113,0.144871794871795,0.773547094188377,0.674825174825175,0.959514170040486,0.812121212121212,0.754491017964072,0.223888776081768,31.5779349429939,0.172781724954956
1,"0.9","rho0_1",1,0.729981378026071,1,0.850798403193613,1,0.729981378026071,1,0.850798403193613,0.782,193,27,93,467,120,0.153846153846154,0.762845849802372,0.674825174825175,0.945344129554656,0.833333333333333,0.727810650887574,0.224257926887069,33.4032901410768,0.182769332452078
1,"0.9","rho0_shift",0.659966960352423,0.565754698512138,0.624715693707354,0.744245524296675,0.713441784596394,0.804760599306292,0.786262331019364,0.749388753056235,0.778,185,19,101,475,120,0.153846153846154,0.755102040816326,0.646853146853147,0.961538461538462,0.847058823529412,0.70625,0.222529061753782,31.7046483271555,0.173475049490897
1,"0.9","rho0_SM",0.66449124888757,0.745048665924168,0.692949203942381,0.604511093356278,0.846143381852809,0.853085545992101,0.869292436388986,0.852401110145496,0.796,193,24,93,470,117,0.15,0.767395626242545,0.674825174825175,0.951417004048583,0.819277108433735,0.741839762611276,0.226145996906097,31.4263774196559,0.171952463308825
2,"CSDA","None",NA,NA,NA,NA,NA,NA,NA,NA,0.37,102,2,184,492,186,0.238461538461538,0.523076923076923,0.356643356643357,0.995951417004049,0.6,0.48,0.296997463102393,61.7863468634752,0.316049069356658
2,"0","rho0_1",0.553107899536972,0.570389953734303,0.434200673904905,0.553107899536972,0.553107899536972,0.570389953734303,0.434200673904905,0.553107899536972,0.778,175,25,111,469,136,0.174358974358974,0.720164609053498,0.611888111888112,0.949392712550607,0.812121212121212,0.672897196261682,0.20583638363726,34.292262725743,0.175411531362311
2,"0.5","rho0_1",0.970172540381791,0.729981378026071,0.970172540381791,0.906334059177661,0.970172540381791,0.729981378026071,0.970172540381791,0.906334059177661,0.763,173,18,113,476,131,0.167948717948718,0.725366876310273,0.604895104895105,0.963562753036437,0.847058823529412,0.657980456026059,0.210313988981512,34.4592148126914,0.176265523455804
2,"0.5","rho0_shift",0.643682485086258,0.516827544600534,0.413873589468028,0.659703331109172,0.609096352607326,0.472588773494205,0.370135113760292,0.56730409633748,0.77,172,19,114,475,133,0.170512820512821,0.721174004192872,0.601398601398601,0.961538461538462,0.790123456790123,0.685714285714286,0.203990584445101,32.8509921530642,0.16803915467539
2,"0.5","rho0_SM",0.865083025830258,0.729981378026071,0.845229906344251,0.745755003032141,0.617402678478529,0.661389621811785,0.764359170386446,0.643267964798004,0.771,175,10,111,484,121,0.155128205128205,0.743099787685775,0.611888111888112,0.979757085020243,0.833333333333333,0.693069306930693,0.205023820195134,31.9735028907821,0.163550628021961
2,"0.75","rho0_1",1,0.729981378026071,1,0.886001948684638,1,0.729981378026071,1,0.886001948684638,0.771,183,21,103,473,124,0.158974358974359,0.746938775510204,0.63986013986014,0.95748987854251,0.833333333333333,0.701863354037267,0.202483483085254,32.4476782353768,0.165976126274871
2,"0.75","rho0_shift",0.606603048546176,0.516827544600534,0.436539556061468,0.432140759592796,0.748846195127187,0.472588773494205,0.535694366982711,0.525847169743853,0.766,168,14,118,480,132,0.169230769230769,0.717948717948718,0.587412587412587,0.97165991902834,0.847058823529412,0.644295302013423,0.204534157125291,32.1740746226481,0.164576591077126
2,"0.75","rho0_SM",0.672112944162436,0.532183954783882,0.577760114022585,0.64867125667589,0.80905752753978,0.668120818498376,1,0.789748222403544,0.775,180,14,106,480,120,0.153846153846154,0.75,0.629370629370629,0.97165991902834,0.819277108433735,0.713375796178344,0.205750295617146,32.9155276009466,0.168369265926163
2,"0.9","rho0_1",0.919574873096447,0.729981378026071,1,0.872122762148338,0.919574873096447,0.729981378026071,1,0.872122762148338,0.767,179,17,107,477,124,0.158974358974359,0.742738589211618,0.625874125874126,0.965587044534413,0.840236686390533,0.690095846645367,0.203297587983112,31.3204143749792,0.160209954424878
2,"0.9","rho0_shift",0.692080800858062,0.616877056829903,0.661395348837209,0.678077498131074,0.720418082498172,0.752792594541584,0.901339285714286,0.83681276805595,0.754,175,13,111,481,124,0.158974358974359,0.738396624472574,0.611888111888112,0.973684210526316,0.819277108433735,0.694805194805195,0.203218941350609,31.7466944446686,0.162390459118065
2,"0.9","rho0_SM",0.627501516070346,0.745048665924168,0.657222023596711,0.572876900932474,0.870279259926547,0.853085545992101,0.893499365092369,0.827919952176265,0.778,190,11,96,483,107,0.137179487179487,0.780287474332649,0.664335664335664,0.977732793522267,0.86046511627907,0.736507936507937,0.202439077716466,31.150825422385,0.159342474255529
